LocationID,longitude_,latitude_d,Airport
ORH,-71.87561035,42.26713943,"Massachusetts, MA: Worcester Rgnl"
BWI,-76.66899109,39.17572784,"Maryland, MD: Baltimore/Washington Intl Thurgood Marshall"
BGR,-68.82814026,44.80744553,"Maine, ME: Bangor Intl"
PWM,-70.30861664,43.64564514,"Maine, ME: Portland Intl Jetport"
APN,-83.56030273,45.07808304,"Michigan, MI: Alpena County Rgnl"
DTW,-83.35338593,42.2124176,"Michigan, MI: Detroit Metropolitan Wayne County"
ESC,-87.09371948,45.72266769,"Michigan, MI: Delta County"
FNT,-83.74475098,42.96547318,"Michigan, MI: Bishop Intl"
GRR,-85.52280426,42.88083267,"Michigan, MI: Gerald R Ford Intl"
CMX,-88.48905945,47.16841888,"Michigan, MI: Houghton County Memorial"
IMT,-88.11455536,45.81835938,"Michigan, MI: Ford"
AZO,-85.55155182,42.23439026,"Michigan, MI: Kalamazoo/Battle Creek Intl"
LAN,-84.5861969,42.77864075,"Michigan, MI: Capital Region Intl"
MKG,-86.23543549,43.16767120000001,"Michigan, MI: Muskegon County"
PLN,-84.79672241,45.57091522,"Michigan, MI: Pellston Rgnl Airport Of Emmet County"
MBS,-84.07963562,43.53291702,"Michigan, MI: Mbs Intl"
TVC,-85.58177948,44.74158478,"Michigan, MI: Cherry Capital"
BJI,-94.93472290000001,47.51072311,"Minnesota, MN: Bemidji Rgnl"
BRD,-94.13380432,46.40422058,"Minnesota, MN: Brainerd Lakes Rgnl"
DLH,-92.19364166,46.84208298,"Minnesota, MN: Duluth Intl"
HIB,-92.838974,47.38658524,"Minnesota, MN: Range Rgnl"
INL,-93.40216827,48.56558228,"Minnesota, MN: Falls Intl-Einarson Field"
MSP,-93.22177887,44.88197327,"Minnesota, MN: Minneapolis-St Paul Intl/Wold-Chamberlain"
RST,-92.50003052,43.90827942,"Minnesota, MN: Rochester Intl"
STC,-94.05989075,45.54655457,"Minnesota, MN: St Cloud Rgnl"
RNO,-119.76811218,39.49911118,"Nevada, NV: Reno/Tahoe Intl"
CGI,-89.57074738,37.22530365,"Missouri, MO: Cape Girardeau Rgnl"
COU,-92.21962738,38.81809235,"Missouri, MO: Columbia Rgnl"
JLN,-94.49827576,37.15180588,"Missouri, MO: Joplin Rgnl"
MCI,-94.71389008,39.29761124,"Missouri, MO: Kansas City Intl"
STL,-90.37002563,38.74869537,"Missouri, MO: Lambert-St Louis Intl"
SGF,-93.38864136,37.2456665,"Missouri, MO: Springfield-Branson National"
GTR,-88.59139252,33.44827652,"Mississippi, MS: Golden Triangle Rgnl"
GPT,-89.07008362,30.40727806,"Mississippi, MS: Gulfport-Biloxi Intl"
PIB,-89.33705902,31.46713829,"Mississippi, MS: Hattiesburg-Laurel Rgnl"
JAN,-90.07588959,32.31116486,"Mississippi, MS: Jackson-Medgar Wiley Evers Intl"
MEI,-88.75186157,32.33261108,"Mississippi, MS: Key Field"
BIL,-108.5428772,45.80766296,"Montana, MT: Billings Logan Intl"
BZN,-111.15202332,45.77757263,"Montana, MT: Bozeman Yellowstone Intl"
BTM,-112.49745941,45.95479584,"Montana, MT: Bert Mooney"
GTF,-111.37023163,47.48235703,"Montana, MT: Great Falls Intl"
HLN,-111.98334503,46.60671234,"Montana, MT: Helena Rgnl"
MSO,-114.09055328,46.91630554,"Montana, MT: Missoula Intl"
WYS,-111.11763763,44.68838882,"Montana, MT: Yellowstone"
AVL,-82.54273224,35.43444443,"North Carolina, NC: Asheville Rgnl"
CLT,-80.94905853,35.21374893,"North Carolina, NC: Charlotte/Douglas Intl"
FAY,-78.88027954,34.99122238,"North Carolina, NC: Fayetteville Rgnl/Grannis Field"
GSO,-79.94112396,36.10132599,"North Carolina, NC: Piedmont Triad Intl"
OAJ,-77.61213684,34.82916641,"North Carolina, NC: Albert J Ellis"
EWN,-77.04302216,35.07285309,"North Carolina, NC: Coastal Carolina Regional"
RDU,-78.78747559,35.87763977,"North Carolina, NC: Raleigh-Durham Intl"
ILM,-77.90288544,34.27113724,"North Carolina, NC: Wilmington Intl"
BIS,-100.74575043,46.77272034,"North Dakota, ND: Bismarck Muni"
DVL,-98.91000366,48.11658478,"North Dakota, ND: Devils Lake Rgnl"
DIK,-102.80186462,46.79733276,"North Dakota, ND: Dickinson - Theodore Roosevelt Rgnl"
FAR,-96.81576538,46.92065048,"North Dakota, ND: Hector Intl"
GFK,-97.17377472,47.94727707,"North Dakota, ND: Grand Forks Intl"
JMS,-98.67819214,46.92972183,"North Dakota, ND: Jamestown Rgnl"
MOT,-101.2780304,48.25763702,"North Dakota, ND: Minot Intl"
ISN,-103.64234924,48.17794037,"North Dakota, ND: Sloulin Fld Intl"
GRI,-98.30963898,40.96754074,"Nebraska, NE: Central Nebraska Rgnl"
LNK,-96.7591095,40.8508873,"Nebraska, NE: Lincoln"
OMA,-95.89405823,41.30316544,"Nebraska, NE: Eppley Airfield"
MHT,-71.43575287,42.93280411,"New Hampshire, NH: Manchester"
ACY,-74.5771637,39.45758438,"New Jersey, NJ: Atlantic City Intl"
EWR,-74.16868591,40.69247818,"New Jersey, NJ: Newark Liberty Intl"
TTN,-74.81346893,40.27669525,"New Jersey, NJ: Trenton Mercer"
ABQ,-106.60826111,35.0389328,"New Mexico, NM: Albuquerque Intl Sunport"
HOB,-103.21733093,32.6875,"New Mexico, NM: Lea County Rgnl"
ROW,-104.53055573,33.30155563,"New Mexico, NM: Roswell Intl Air Center"
SAF,-106.0894165,35.61711121,"New Mexico, NM: Santa Fe Muni"
EKO,-115.79134369,40.82499695,"Nevada, NV: Elko Rgnl"
LAS,-115.1522522,36.08005524,"Nevada, NV: Mc Carran Intl"
ALB,-73.80197144,42.74911118,"New York, NY: Albany Intl"
BGM,-75.97960663,42.20844269,"New York, NY: Greater Binghamton/Edwin A Link Field"
BUF,-78.73058319,42.94041824,"New York, NY: Buffalo Niagara Intl"
ELM,-76.89174652,42.15985489,"New York, NY: Elmira/Corning Rgnl"
ITH,-76.45872498,42.49135971,"New York, NY: Ithaca Tompkins Rgnl"
SWF,-74.10483551,41.50411224,"New York, NY: Stewart Intl"
ISP,-73.10021973,40.79524994,"New York, NY: Long Island Mac Arthur"
JFK,-73.77869415,40.63992691,"New York, NY: John F Kennedy Intl"
LGA,-73.872612,40.77724838,"New York, NY: Laguardia"
IAG,-78.94584656,43.1075592,"New York, NY: Niagara Falls Intl"
PBG,-73.46813965,44.65094376,"New York, NY: Plattsburgh Intl"
ROC,-77.67186737,43.11914063,"New York, NY: Greater Rochester Intl"
SYR,-76.10630798,43.11119461,"New York, NY: Syracuse Hancock Intl"
ART,-76.01941681,43.99183273,"New York, NY: Watertown Intl"
HPN,-73.70756531,41.06695175,"New York, NY: Westchester County"
CAK,-81.44364166,40.91505432,"Ohio, OH: Akron-Canton Rgnl"
CLE,-81.85469818,41.4094162,"Ohio, OH: Cleveland-Hopkins Intl"
CMH,-82.89216614,39.99694443,"Ohio, OH: John Glenn Columbus Intl"
DAY,-84.21941376,39.90224838,"Ohio, OH: James M Cox Dayton Intl"
TOL,-83.80783081,41.58680725,"Ohio, OH: Toledo Express"
LAW,-98.41663361,34.56771469,"Oklahoma, OK: Lawton-Fort Sill Rgnl"
OKC,-97.60076141,35.39307404,"Oklahoma, OK: Will Rogers World"
SWO,-97.08589172,36.16138839999999,"Oklahoma, OK: Stillwater Rgnl"
TUL,-95.8881073,36.19838715,"Oklahoma, OK: Tulsa Intl"
EUG,-123.21197509999999,44.1245842,"Oregon, OR: Mahlon Sweet Field"
LMT,-121.73319244,42.15613937,"Oregon, OR: Crater Lake-Klamath Rgnl"
MFR,-122.87349701,42.3742218,"Oregon, OR: Rogue Valley Intl - Medford"
OTH,-124.24702454,43.416942600000006,"Oregon, OR: Southwest Oregon Rgnl"
PDX,-122.59687042,45.58870697,"Oregon, OR: Portland Intl"
RDM,-121.14997101,44.25405502,"Oregon, OR: Roberts Field"
ABE,-75.44041443,40.65236282,"Pennsylvania, PA: Lehigh Valley Intl"
ERI,-80.17394257,42.08308411,"Pennsylvania, PA: Erie Intl/Tom Ridge Field"
MDT,-76.76261902,40.19319153,"Pennsylvania, PA: Harrisburg Intl"
LBE,-79.4103241,40.27310181,"Pennsylvania, PA: Arnold Palmer Rgnl"
PHL,-75.24066162,39.87208176,"Pennsylvania, PA: Philadelphia Intl"
PIT,-80.23269653,40.49141693,"Pennsylvania, PA: Pittsburgh Intl"
TRI,-82.40741729999999,36.47519302,"Tennessee, TN: Tri-Cities Rgnl Tn/Va"
HRL,-97.65513611,26.22711182,"Texas, TX: Valley Intl"
JAC,-110.73774719,43.60733414,"Wyoming, WY: Jackson Hole"
LAR,-105.67500305,41.31205368,"Wyoming, WY: Laramie Rgnl"
AVP,-75.72338867,41.33847046,"Pennsylvania, PA: Wilkes-Barre/Scranton Intl"
BQN,-67.12944794,18.4948616,"Puerto Rico, PR: Rafael Hernandez"
PSE,-66.56300354,18.0083065,"Puerto Rico, PR: Mercedita"
SJU,-66.00213623,18.43939781,"Puerto Rico, PR: Luis Munoz Marin Intl"
PVD,-71.42822266,41.72399902,"Rhode Island, RI: Theodore Francis Green State"
CHS,-80.04052734,32.89863968,"South Carolina, SC: Charleston Afb/Intl"
CAE,-81.11952972,33.93883514,"South Carolina, SC: Columbia Metropolitan"
GSP,-82.21886444,34.89566803,"South Carolina, SC: Greenville Spartanburg Intl"
MYR,-78.9283371,33.67974854,"South Carolina, SC: Myrtle Beach Intl"
ABR,-98.42243958,45.44679642,"South Dakota, SD: Aberdeen Rgnl"
RAP,-103.05735779,44.04533386,"South Dakota, SD: Rapid City Rgnl"
FSD,-96.74191284,43.58201218,"South Dakota, SD: Joe Foss Field"
CHA,-85.20355225,35.035194399999995,"Tennessee, TN: Lovell Field"
TYS,-83.99532318,35.80937576,"Tennessee, TN: Mc Ghee Tyson"
MEM,-89.97666931,35.04241562,"Tennessee, TN: Memphis Intl"
BNA,-86.67816925,36.12447357,"Tennessee, TN: Nashville Intl"
ABI,-99.68189240000001,32.41133499,"Texas, TX: Abilene Rgnl"
AMA,-101.70591736,35.21936035,"Texas, TX: Rick Husband Amarillo Intl"
AUS,-97.66989136,30.19452858,"Texas, TX: Austin-Bergstrom Intl"
BPT,-94.02069092,29.95083427,"Texas, TX: Jack Brooks Rgnl"
BRO,-97.42599487,25.90613556,"Texas, TX: Brownsville/South Padre Island Intl"
CLL,-96.36383057,30.58858299,"Texas, TX: Easterwood Field"
CRP,-97.50241852,27.77219391,"Texas, TX: Corpus Christi Intl"
DFW,-97.03769684,32.89723206,"Texas, TX: Dallas-Fort Worth Intl"
DAL,-96.85176849,32.84711075,"Texas, TX: Dallas Love Field"
DRT,-100.92715454,29.37420654,"Texas, TX: Del Rio Intl"
ELP,-106.37635803,31.80733299,"Texas, TX: El Paso Intl"
GRK,-97.82891846,31.0672493,"Texas, TX: Robert Gray Aaf"
HOU,-95.27889252,29.64541626,"Texas, TX: William P Hobby"
IAH,-95.34144592,29.98444366,"Texas, TX: George Bush Intercontinental/Houston"
LRD,-99.461586,27.54419518,"Texas, TX: Laredo Intl"
GGG,-94.71148682,32.38401413,"Texas, TX: East Texas Rgnl"
LBB,-101.82055664,33.66366577,"Texas, TX: Lubbock Preston Smith Intl"
MFE,-98.23860931,26.17583275,"Texas, TX: Mc Allen Miller Intl"
MAF,-102.20191956,31.94252777,"Texas, TX: Midland Intl Air And Space Port"
SJT,-100.49630737,31.35774994,"Texas, TX: San Angelo Rgnl/Mathis Field"
SAT,-98.46905518,29.53395844,"Texas, TX: San Antonio Intl"
TYR,-95.4026947,32.35383224,"Texas, TX: Tyler Pounds Rgnl"
ACT,-97.23030853,31.61219406,"Texas, TX: Waco Rgnl"
SPS,-98.49190521,33.98880386,"Texas, TX: Sheppard Afb/Wichita Falls Muni"
CDC,-113.09886169,37.70097351,"Utah, UT: Cedar City Rgnl"
CNY,-109.75484467,38.75495529,"Utah, UT: Canyonlands Field"
SGU,-113.51030731,37.03638839999999,"Utah, UT: St George Rgnl"
SLC,-111.97777557,40.7883873,"Utah, UT: Salt Lake City Intl"
VEL,-109.50991821,40.44091797,"Utah, UT: Vernal Rgnl"
CHO,-78.45233154,38.13963699,"Virginia, VA: Charlottesville-Albemarle"
PHF,-76.49297333,37.13188934,"Virginia, VA: Newport News/Williamsburg Intl"
ORF,-76.20122528,36.89461136,"Virginia, VA: Norfolk Intl"
RIC,-77.31974029999999,37.50518036,"Virginia, VA: Richmond Intl"
ROA,-79.97541809,37.32547379,"Virginia, VA: Roanoke-Blacksburg Rgnl/Woodrum Field"
SHD,-78.89644623,38.26383209,"Virginia, VA: Shenandoah Valley Rgnl"
STT,-64.97333527,18.33730507,"Virgin Islands, VI: Cyril E King"
STX,-64.80194092,17.70150375,"Virgin Islands, VI: Henry E Rohlsen"
BTV,-73.15327454,44.47195435,"Vermont, VT: Burlington Intl"
BLI,-122.53752899,48.79269409,"Washington, WA: Bellingham Intl"
PSC,-119.11902618,46.26469421,"Washington, WA: Tri-Cities"
SEA,-122.31177521,47.44989014,"Washington, WA: Seattle-Tacoma Intl"
GEG,-117.53522491,47.61902618,"Washington, WA: Spokane Intl"
ATW,-88.51908112,44.25808334,"Wisconsin, WI: Appleton Intl"
EAU,-91.48425293,44.86580658,"Wisconsin, WI: Chippewa Valley Rgnl"
GRB,-88.1297226,44.48463821,"Wisconsin, WI: Green Bay-Austin Straubel Intl"
LSE,-91.25663757,43.87927628,"Wisconsin, WI: La Crosse Rgnl"
MSN,-89.33750153,43.13987732,"Wisconsin, WI: Dane County Rgnl-Truax Field"
MKE,-87.89705658,42.94694519,"Wisconsin, WI: General Mitchell Intl"
CWA,-89.66677856,44.77762222,"Wisconsin, WI: Central Wisconsin"
RHI,-89.46662903,45.63090134,"Wisconsin, WI: Rhinelander-Oneida County"
CRW,-81.59300232,38.37593079,"West Virginia, WV: Yeager"
CKB,-80.22753143,39.2976532,"West Virginia, WV: North Central West Virginia"
CPR,-106.46363831,42.9058609,"Wyoming, WY: Casper/Natrona County Intl"
COD,-109.02380371,44.52019501,"Wyoming, WY: Yellowstone Rgnl"
GCC,-105.53936005,44.3489151,"Wyoming, WY: Gillette-Campbell County"
RKS,-109.06519318,41.59422302,"Wyoming, WY: Rock Springs-Sweetwater County"
SPN,145.72998047,15.12025547,"N Mariana Islands, CQ: Francisco C Ada/Saipan Intl"
UST,-81.33972168,29.9592495,"Florida, FL: Northeast Florida Rgnl"
AZA,-111.65547179999999,33.30783463,"Arizona, AZ: Phoenix-Mesa Gateway"
CLD,-117.28008270000001,33.12825012,"California, CA: Mc Clellan-Palomar"
YUM,-114.60598755,32.65657425,"Arizona, AZ: Yuma Mcas/Yuma Intl"
MQT,-87.39536285,46.3536377,"Michigan, MI: Sawyer Intl"
BKG,-93.20054626,36.5320816,"Missouri, MO: Branson"
FCA,-114.2559967,48.31047058,"Montana, MT: Glacier Park Intl"
SCE,-77.84757996,40.84999847,"Pennsylvania, PA: University Park"
